airport_name;airport_code;country_code;city_code;lat;lon;
Orlando Melbourne International Airport;MLB;US;MLB;281.025;-8.063.028;
Sihanouk International Airport;KOS;KH;KOS;10.633.333;103.5;
Murtala Muhammed International Airport;LOS;NG;LOS;6.577.871;3.321.178;
Broken Hill Airport;BHQ;AU;BHQ;-31.998.983;14.146.857;
Tocumen International Airport;PTY;PA;PTY;9.066.897;-7.938.764;
Skardu Airport;KDU;PK;KDU;35.3;7.573.333;
Charlotte Douglas International Airport;CLT;US;CLT;35.219.166;-8.093.584;
Jinnah International Airport;KHI;PK;KHI;24.899.986;6.716.828;
Jambyl Airport;DMB;KZ;DMB;42.9;7.136.667;
Tokushima Awaodori Airport;TKS;JP;TKS;34.139.023;13.459.483;
Great Falls International Airport;GTF;US;GTF;47.481.888;-11.135.636;
Bergen Airport;BGO;NO;BGO;60.289.062;5.228.169;
Velikij Ustyug Airport;VUS;RU;VUS;60.766.666;46.316.666;
Nakashibetsu Airport;SHB;JP;SHB;43.572.197;14.495.613;
Adirondack Airport;SLK;US;SLK;4.438.278;-74.206.665;
Bellingham International Airport;BLI;US;BLI;48.795.734;-12.253.267;
Monterey Regional Airport;MRY;US;MRY;36.587.296;-121.850.815;
Matacan Airport;SLM;ES;SLM;40.966.667;-5.65;
Esmeraldas Airport;ESM;EC;ESM;0.966667;-79.625;
Birsa Munda Airport;IXR;IN;IXR;23.318.192;8.532.285;
Mc Cook Airport;MCK;US;MCK;4.026.389;-10.066.805;
Quetta Airport;UET;PK;UET;30.249.266;66.949.036;
Quetzalcoatl International Airport;NLD;MX;NLD;27.434.723;-99.566.666;
Karup Airport;KRP;DK;KRP;56.3;9.116.667;
Limbang Airport;LMN;MY;LMN;4.666.667;115.0;
Kunming Changshui International Airport;KMG;CN;KMG;25.101.944;10.292.917;
Pokhara Airport;PKR;NP;PKR;28.197.222;83.986.115;
Wallis Island Airport;WLS;WF;WLS;-13.233.333;-17.616.667;
Burnie Wynyard Airport;BWT;AU;BWT;-40.993.145;14.572.507;
Dazhou Heshi Airport;DAX;CN;DAX;31.135.012;10.742.689;
Boeing Field International Airport;BFI;US;SEA;475.371;-1.223.037;
Milos Airport;MLO;GR;MLO;3.669.611;24.475;
Butte Airport;BTM;US;BTM;4.595.111;-11.249.389;
Gen Mariano Escobedo Airport;MTY;MX;MTY;2.577.657;-100.114.395;
Nulato Airport;NUL;US;NUL;64.727.776;-15.807.666;
Kristiansand Airport;KRS;NO;KRS;58.15;7.99;
Faleolo Airport;APW;WS;APW;-13.832.793;-17.199.724;
Deputatsky;DPT;RU;DPT;6.939.167;13.989.917;
Isafjordur Airport;IFJ;IS;IFJ;6.605.972;-23.132.778;
Cardiff Airport;CWL;GB;CWL;5.139.877;-3.339.075;
Red Lake Airport;YRL;CA;YRL;51.068.764;-9.380.006;
Kristiansund Airport; Kvernberget;KSU;NO;KSU;63.114.723;airport
Pajala Airport;PJA;SE;PJA;67.246.666;23.075;
Konya Airport;KYA;TR;KYA;37.979.168;3.256.222;
Huejotsingo Airport;PBC;MX;PBC;19.135;-983.675;
Pulkovo Airport;LED;RU;LED;59.806.084;303.083;
Lanzarote Airport;ACE;ES;ACE;28.950.668;-13.609.059;
Paphos International Airport;PFO;CY;PFO;3.471.155;32.489.105;
Madurai Airport;IXM;IN;IXM;9.837.471;7.809.112;
Gunungsitoli Airport;GNS;ID;GNS;1.25;97.5;
Koyukuk Airport;KYU;US;KYU;6.487.806;-15.771.306;
Zhaotong Airport;ZAT;CN;ZAT;27.316.668;103.8;
Roros Airport;RRS;NO;RRS;62.579.166;11.345.556;
Kingscote Airport;KGC;AU;KGC;-35.709.305;13.752.332;
Abu Dhabi International Airport;AUH;AE;AUH;24.426.912;54.645.973;
Kittila Airport;KTT;FI;KTT;67.695.946;24.859.028;
Mayaguana Airport;MYG;BS;MYG;22.376.667;-7.301.833;
Sitia Airport;JSH;GR;JSH;35.216.667;26.116.667;
Lancaster Airport;LNS;US;LNS;40.121.113;-7.629.972;
Kwinhagak Airport;KWN;US;KWN;59.761.112;-16.183.333;
Cajamarca Airport;CJA;PE;CJA;-7.133.333;-78.5;
Vigra Alesund Airport;AES;NO;AES;62.559.643;6.116.605;
Luxor International Airport;LXR;EG;LXR;2.567.492;32.699.684;
Futuna Airport;FTA;VU;FTA;-19.416.668;170.25;
Kruunupyy Airport;KOK;FI;KOK;63.718.838;23.133.068;
Rize-Artvin Airport;RZV;TR;RZV;41.173.023;40.849.655;
Catumbela Airport;CBT;AO;CBT;-12.483.333;13.483.333;
Selawik Airport;WLK;US;WLK;66.602.776;-15.998.334;
Nanchang Changbei International Airport;KHN;CN;KHN;28.859.901;115.907.845;
Antalya Airport;AYT;TR;AYT;3.689.928;3.080.135;
Salalah International Airport;SLL;OM;SLL;17.038.124;54.106.937;
Outagamie County Regional Airport;ATW;US;ATW;4.426.011;-8.850.994;
Coral Harbour Airport;YZS;CA;YZS;64.2;-8.336.667;
Key Field;MEI;US;MEI;32.337.223;-8.874.917;
Matei Airport;TVU;FJ;TVU;-16.693.056;17.987.416;
Saint Paul Island Airport;SNP;US;SNP;5.715.222;-17.021.722;
Ohrid Airport;OHD;MK;OHD;41.185;20.743.055;
Unalakleet Airport;UNK;US;UNK;63.881.927;-16.079.944;
Ciudad Victoria Airport;CVM;MX;CVM;23.713.888;-9.896.528;
Honolulu International Airport;HNL;US;HNL;21.325.832;-15.792.166;
Hawarden Airport;CEG;GB;CEG;53.166.668;-2.916.667;
Afonso Pena International Airport;CWB;BR;CWB;-255.322;-49.176.544;
Dubrovnik Airport;DBV;HR;DBV;4.256.072;18.260.616;
Fort Chipewyan Airport;YPY;CA;YPY;587.625;-111.120.834;
Xiangyang Airport;XFN;CN;XFN;32.151.558;11.228.627;
Gimhae International Airport;PUS;KR;PUS;35.179.317;12.894.873;
Gods River Airport;ZGI;CA;ZGI;54.683.334;-94.166.664;
Bella Bella Airport;ZEL;CA;ZEL;52.166.668;-128.1;
Pristina International Airport;PRN;XK;PRN;42.573.612;21.035.557;
Urgench Airport;UGC;UZ;UGC;41.584.835;6.063.303;
Isle of Man Airport;IOM;IM;IOM;5.408.677;-463.473;
Stavropol Airport;STW;RU;STW;45.333.332;4.200.833;
Sfax El Maou Airport;SFA;TN;SFA;34.716.667;10.683.333;
Wonderboom Airport;PRY;ZA;PRY;-25.654.444;28.220.833;
Vilanculos Airport;VNX;MZ;VNX;-22.016.666;35.283.333;
Lann Bihoue Airport;LRT;FR;LRT;4.775.374;-3.436.394;
Teniente Jorge Henrich Arauz Airport;TDD;BO;TDD;-14.822.613;-6.491.931;
Moro Airport;MXH;PG;MXH;-63.525;14.325.055;
Santiago Del Estero Airport;SDE;AR;SDE;-27.765.278;-6.432.222;
Rickenbacker International Airport;LCK;US;CMH;39.816.666;-82.933.334;
Newquay Cornwall Airport;NQY;GB;NQY;5.043.745;-4.997.922;
Eleftherios Venizelos International Airport;ATH;GR;ATH;3.793.635;23.946.486;
Riga International Airport;RIX;LV;RIX;5.692.208;23.979.807;
Nashville International Airport;BNA;US;BNA;3.613.174;-86.668.945;
Antonio Maceo Airport;SCU;CU;SCU;19.969.168;-7.583.583;
Paro Airport;PBH;BT;PBH;27.433.332;89.416.664;
Wamena Airport;WMX;ID;WMX;-4.116.667;13.893.333;
Liuzhou Airport;LZH;CN;LZH;24.206.156;10.939.843;
Zhengzhou Xinzheng Airport;CGO;CN;CGO;3.452.752;11.384.024;
Ji-Parana Airport;JPR;BR;JPR;-10.870.556;-6.184.667;
Vijayawada Airport;VGA;IN;VGA;16.529.444;8.079.722;
Zurich Airport;ZRH;CH;ZRH;47.450.603;8.561.746;
Izhevsk Airport;IJK;RU;IJK;56.833.332;53.466.667;
Homalin Airport;HOX;MM;HOX;24.866.667;94.916.664;
Charles B. Wheeler Downtown Airport;MKC;US;MKC;3.912.417;-9.459.194;
Eldoret Airport;EDL;KE;EDL;0.4054;352.236;
Kahramanmaras Airport;KCM;TR;KCM;37.534.443;36.950.558;
Marillac Airport;FTU;MG;FTU;-25.038.055;46.955.555;
Jose Maria Cordova International Airport;MDE;CO;MDE;6.171.382;-7.542.821;
Cochin International Airport;COK;IN;COK;10.155.644;7.639.053;
Bastia Poretta Airport;BIA;FR;BIA;42.547.615;9.480.124;
Duluth International Airport;DLH;US;DLH;46.838.974;-9.218.019;
South Arkansas Regional Airport;ELD;US;ELD;33.220.554;-9.281.472;
Yellowstone Regional Airport;COD;US;COD;44.515.835;-1.090.275;
Lycoming County Airport;IPT;US;IPT;4.124.222;-76.920.555;
Kenora Airport;YQK;CA;YQK;497.875;-9.435.833;
Heraklion Airport;HER;GR;HER;3.533.663;25.174.192;
Pisa International Airport;PSA;IT;PSA;4.369.871;10.399.915;
Mogadishu International Airport;MGQ;SO;MGQ;2.013.333;4.531.333;
Namangan Airport;NMA;UZ;NMA;40.983.334;71.6;
Sanliurfa GAP Airport;GNY;TR;GNY;37.094.166;38.846.943;
Dong Hoi Airport;VDH;VN;VDH;17.515;10.659.055;
Es Senia Airport;ORN;DZ;ORN;35.620.018;-0.606108;
Tarbes Ossun Lourdes Airport;LDE;FR;LDE;4.318.651;0.003368;
North Bay Airport;BRR;GB;BRR;57.023.335;-7.440.278;
Dongying Airport;DOY;CN;DOY;37.518.333;11.878.778;
Cambridge Airport;CBG;GB;CBG;52.2;0.183333;
Jyvaskyla Airport;JYV;FI;JYV;6.240.362;2.568.143;
Uberaba Airport;UBA;BR;UBA;-19.776.388;-47.958.332;
Mytilene International Airport;MJT;GR;MJT;3.905.611;26.599.443;
H. Asan Airport;SMQ;ID;SMQ;-3.083.333;113.05;
Lambert-St. Louis International Airport;STL;US;STL;3.874.228;-9.036.587;
Muskegon Airport;MKG;US;MKG;43.170.555;-862.375;
Whyalla Airport;WYA;AU;WYA;-3.305.241;13.752.197;
Quepos Airport;XQP;CR;XQP;9.439.146;-8.413.335;
Valencia Airport;VLC;ES;VLC;3.949.179;-0.473475;
Male International Airport;MLE;MV;MLE;4.201.389;73.524.445;
Damascus International Airport;DAM;SY;DAM;3.341.117;3.651.249;
Maun Airport;MUB;BW;MUB;-19.970.833;23.430.555;
La Union Airport;POP;DO;POP;19.754.942;-7.056.315;
Xieng Khouang Airport;XKH;LA;XKH;19.3;10.336.667;
Mercedita Airport;PSE;PR;PSE;18.010.702;-66.563.545;
Ivalo Airport;IVL;FI;IVL;68.611.115;27.415.556;
Mather Airport;MHR;US;SAC;38.05;-121.933.334;
Beira Airport;BEW;MZ;BEW;-19.798.805;3.490.192;
Stockton Airport;SCK;US;SCK;37.894.444;-12.123.917;
Makale Airport;MQX;ET;MQX;13.468.333;3.952.639;
Loikaw Airport;LIW;MM;LIW;1.968.861;9.721.694;
Sabiha Gokcen International Airport;SAW;TR;IST;40.904.675;29.309.189;
Ibague Airport;IBE;CO;IBE;4.423.948;-7.513.858;
Sanikiluaq Airport;YSK;CA;YSK;56.55;-7.921.667;
Yinchuan Hedong International Airport;INC;CN;INC;38.35;106.35;
Dien Bien Airport;DIN;VN;DIN;21.383.333;103.0;
Vitoria Da Conquista Airport;VDC;BR;VDC;-14.883.333;-4.086.667;
Zakinthos Airport;ZTH;GR;ZTH;37.755.833;20.888.332;
Bulawayo Airport;BUQ;ZW;BUQ;-20.014.933;28.622.616;
Kinmen Airport;KNH;TW;KNH;24.420.555;118.344.444;
Nakhon Si Thammarat Airport;NST;TH;NST;8.466.667;99.95;
Barquisimeto Airport;BRM;VE;BRM;10.046.267;-6.935.984;
Linyi Airport;LYI;CN;LYI;35.047.478;11.840.707;
Maharana Pratap Airport;UDR;IN;UDR;2.461.919;73.891.266;
Glynco Jetport;BQK;US;SSI;31.166.668;-8.148.333;
Newport News/Williamsburg International Airport;PHF;US;PHF;3.713.033;-7.650.282;
;EZV;RU;EZV;63.924.583;6.504.485;
Magas Airport;IGT;RU;IGT;4.331.778;45.001.667;
;NAV;TR;NAV;3.863.333;34.716.667;
Vilnius International Airport;VNO;LT;VNO;54.643.078;25.279.606;
Stronsay Airport;SOY;GB;SOY;59.154.053;-2.640.495;
Aomori Airport;AOJ;JP;AOJ;40.738.758;14.068.922;
Coventry Airport;CVT;GB;CVT;52.369.167;-1.478.611;
Humberside Airport;HUY;GB;HUY;53.583.378;-0.34851;
Mocopulli Airport;MHC;CL;WCA;-4.234.611;-7.371.389;
Fort Yukon Airport;FYU;US;FYU;6.656.981;-1.452.482;
Yuzhno-Sakhalinsk Airport;UUS;RU;UUS;46.966.667;142.75;
Eros Airport;ERS;NA;WDH;-22.616.667;17.083.332;
Fergana Airport;FEG;UZ;FEG;40.350.277;7.173.361;
Braganca Airport;BGC;PT;BGC;41.816.666;-6.75;
Talagi Airport;ARH;RU;ARH;64.594.795;40.711.903;
London International Airport;YXU;CA;YXU;4.302.802;-8.114.965;
;HHQ;TH;HHQ;126.274;9.995.145;
Cap. FAP Guillermo Concha Iberico International Airport;PIU;PE;PIU;-5.201.667;-80.613.335;
Temuco Airport;ZCO;CL;ZCO;-38.770.355;-7.263.845;
Gazipasa Airport;GZP;TR;GZP;362.993;323.014;
Heho Airport;HEH;MM;HEH;20.743.862;9.679.341;
Paraparaumu Airport;PPQ;NZ;PPQ;-40.9;17.498.334;
Tengchong Tuofeng Airport;TCZ;CN;TCZ;24.939.379;98.482.025;
Malabo Airport;SSG;GQ;SSG;3.757.791;8.716.096;
Stokmarknes Skagen Airport;SKN;NO;SKN;6.857.915;15.032.921;
Elko Airport;EKO;US;EKO;4.082.389;-11.578.972;
;TMT;BR;TMT;-1.916.667;-55.583.332;
Phu Quoc Airport;PQC;VN;PQC;10.223.722;10.396.324;
Platov International Airport;ROV;RU;ROV;4.749.417;3.992.472;
Dipolog Airport;DPL;PH;DPL;8.599.978;12.334.418;
Sorong Airport;SQG;ID;SQG;0.083333;111.583.336;
Easterwood Airport;CLL;US;CLL;30.593.842;-9.636.682;
Abadan Airport;ABD;IR;ABD;30.363.905;48.226.597;
Igloolik Airport;YGT;CA;YGT;69.4;-81.816.666;
Monbetsu Airport;MBE;JP;MBE;44.266.666;14.338.333;
Jigiga Airport;JIJ;ET;JIJ;9.366.667;42.766.666;
Notodden Airport;NTB;NO;NTB;59.583.332;9.283.333;
Lome Airport;LFW;TG;LFW;6.167.103;1.250.347;
Sishen Airport;SIS;ZA;SIS;-27.916.668;22.983.334;
Shageluk Airport;SHX;US;SHX;6.269.583;-15.956.667;
Harare International Airport;HRE;ZW;HRE;-1.791.863;31.099.249;
Sheremetyevo International Airport;SVO;RU;MOW;55.966.324;37.416.573;
Yola Airport;YOL;NG;YOL;9.266.111;12.432.222;
Lombok International Airport;LOP;ID;LOP;-8.757.322;11.627.667;
Tefe Airport;TFF;BR;TFF;-3.366.667;-64.7;
Klawock Airport;KLW;US;KLW;55.555;-133.1;
Franz Josef Strauss Airport;MUC;DE;MUC;48.353.004;11.790.143;
Naryan-Mar Airport;NNM;RU;NNM;6.761.667;53.15;
Chiayi Airport;CYI;TW;CYI;23.466.667;12.038.333;
Fakarava Airport;FAV;PF;FAV;-16.053.486;-14.565.225;
Baubau Airport;BUW;ID;BUW;-5.466.667;12.263.333;
Grayling Airport;KGX;US;KGX;6.289.528;-1.600.625;
Kuching International Airport;KCH;MY;KCH;1.484.167;110.340.836;
Dera Ghazi Khan Airport;DEA;PK;DEA;29.960.556;70.485.275;
Ellis Field;MYU;US;MYU;6.037.278;-16.626.805;
Nyaung U Airport;NYU;MM;NYU;21.175.343;9.492.832;
Norman Manley International Airport;KIN;JM;KIN;1.793.775;-7.677.816;
Port Lincoln Airport;PLO;AU;PLO;-34.603.333;13.587.454;
Minatitlan Airport;MTT;MX;MTT;17.983.334;-9.451.667;
Alderney Airport;ACI;GB;ACI;49.709.347;-2.215.369;
Chumphon Airport;CJM;TH;CJM;10.709.722;9.936.389;
Netaji Subhas Chandra Bose Airport;CCU;IN;CCU;2.264.531;8.843.931;
Barter Island Airport;BTI;US;BTI;7.013.472;-14.357.834;
Tiree Airport;TRE;GB;TRE;56.500.557;-6.871.389;
Hydaburg Sea Plane Base;HYG;US;HYG;5.520.667;-13.282.666;
Xichang Airport;XIC;CN;XIC;27.981.922;102.187.645;
Ondangwa Airport;OND;NA;OND;-17.885.496;15.942.233;
Nanaimo Airport;YCD;CA;YCD;49.05;-12.386.667;
Kirksville Municipal Airport;IRK;US;IRK;400.925;-9.254.389;
Debrecen Airport;DEB;HU;DEB;47.55;21.7;
San Cristobal Airport;SCY;EC;SCY;-0.833333;-89.433.334;
La Chinita Airport;MAR;VE;MAR;10.555.564;-7.172.351;
San Rafael Airport;AFA;AR;AFA;-3.458.917;-6.840.056;
Gombe Lawanti International Airport;GMO;NG;GMO;10.298.056;10.898.889;
Mary Airport;MYP;TM;MYP;37.666.668;61.833.332;
Silvio Pettirossi International Airport;ASU;PY;ASU;-25.241.795;-57.513.794;
Kalemie Airport;FMI;CD;FMI;-5.878.333;29.245.277;
Nuremberg Airport;NUE;DE;NUE;49.494.167;11.077.062;
Pune Airport;PNQ;IN;PNQ;18.581.388;73.920.555;
Gwalior Airport;GWL;IN;GWL;26.293.888;78.23;
Kermanshah Airport;KSH;IR;KSH;34.355.915;47.145.126;
Wabush Airport;YWK;CA;YWK;52.926.315;-66.874;
Wanxian Airport;WXN;CN;WXN;30.799.679;10.842.695;
Leros Airport;LRS;GR;LRS;37.516.666;26.783.333;
Dole-Jura Airport;DLE;FR;DLE;47.05;5.433.333;
Pres. Medici Airport;RBR;BR;RBR;-9.966.667;-67.8;
Khajuraho Airport;HJR;IN;HJR;24.818.747;7.991.642;
El Eden Airport;AXM;CO;AXM;4.452.869;-7.576.804;
Joao Suassuna Airport;CPV;BR;CPV;-7.266.667;-35.9;
Tasiujuaq Airport;YTQ;CA;YTQ;586.678;-6.995.633;
Ukhta Airport;UCT;RU;UCT;63.566.666;53.8;
Rio Verde Airport;RVD;BR;RVD;-17.716.667;-50.933.334;
Jinan Yaoqiang International Airport;TNA;CN;TNA;3.685.769;11.720.688;
Genoa Cristoforo Colombo Airport;GOA;IT;GOA;44.415.066;885.081;
Helsinki-Vantaa Airport;HEL;FI;HEL;6.031.795;2.496.645;
Alliance Airport;AIA;US;AIA;42.051.666;-10.280.666;
Pevek Airport;PWE;RU;PWE;6.978.333;170.6;
Elim Airport;ELI;US;ELI;6.461.361;-16.227.028;
Carnarvon Airport;CVQ;AU;CVQ;-24.883.429;11.366.358;
Orlando Bezerra de Menezes Airport;JDO;BR;JDO;-7.2;-39.316.666;
Charleroi Brussels South Airport;CRL;BE;BRU;50.456.696;4.451.703;
Las Americas International Airport;SDQ;DO;SDQ;18.430.124;-6.967.674;
Sant Egidio Airport;PEG;IT;PEG;4.313.333;12.366.667;
Felix Houphouet Boigny Airport;ABJ;CI;ABJ;5.254.879;-3.933.015;
Kasigluk Airport;KUK;US;KUK;60.876.087;-16.252.124;
Aarhus Airport;AAR;DK;AAR;5.630.823;10.626.351;
Sultan Iskandar Muda International Airport;BTJ;ID;BTJ;5.518.021;9.541.833;
Mei Xian Airport;MXZ;CN;MXZ;24.266.811;11.610.449;
Manta Airport;MEC;EC;MEC;-0.953035;-80.684;
Glenegedale Airport;ILY;GB;ILY;55.681.946;-6.254.167;
Norfolk International Airport;ORF;US;ORF;36.898.582;-7.620.629;
London City Airport;LCY;GB;LON;51.5;0.05;
Pan Zhi Hua Bao An Ying;PZI;CN;PZI;26.538.734;10.179.386;
St. Hubert Airport;YHU;CA;YMQ;45.5;-73.6;
Aniak Airport;ANI;US;ANI;61.574.398;-15.953.697;
Vilhelmina Airport;VHM;SE;VHM;6.461.667;16.65;
Horta Airport;HOR;PT;HOR;38.52;-28.717.222;
Surgut Airport;SGC;RU;SGC;61.339.916;7.340.953;
Taichung International Airport;RMQ;TW;RMQ;24.249.294;12.060.131;
Fort Smith Airport;YSM;CA;YSM;60.016.666;-11.196.667;
Altay Airport;AAT;CN;AAT;47.750.362;8.808.444;
Tari Airport;TIZ;PG;TIZ;-5.860.556;14.294.055;
Labo Airport;OZC;PH;OZC;8.181.967;12.384.541;
La Aurora International Airport;GUA;GT;GUA;14.588.071;-9.053.068;
Chadron Airport;CDR;US;CDR;42.835;-10.309.778;
Zona da Mata Regional Airport;IZA;BR;JDF;-21.513.056;-43.173.058;
Radin Inten II Airport;TKG;ID;TKG;-5.242.783;1.051.758;
Hazrat Shahjalal International Airport;DAC;BD;DAC;23.848.648;90.405.876;
Dawson Community Airport;GDV;US;GDV;4.713.889;-104.806.946;
Exuma International Airport;GGT;BS;GGT;23.564.018;-75.872.475;
Erbogachen Airport;ERG;RU;ERG;61.275;108.03;
Rabil Airport;BVC;CV;BVC;16.083.332;-22.833.332;
Tampico International Airport;TAM;MX;TAM;22.289.082;-9.787.016;
Husein Sastranegara Airport;BDO;ID;BDO;-6.904.648;10.758.178;
Cesaria Evora International Airport;VXE;CV;VXE;16.835.613;-25.057.571;
Stansted Airport;STN;GB;LON;51.889.267;0.262703;
Miyako Airport;MMY;JP;MMY;24.779.198;12.529.778;
Ain El Bey Airport;CZL;DZ;CZL;36.286.476;6.618.425;
Camilo Daza International Airport;CUC;CO;CUC;7.927.108;-7.250.815;
Khrabrovo Airport;KGD;RU;KGD;54.882.656;20.586.645;
Cloncurry Airport;CNJ;AU;CNJ;-20.668.905;14.050.851;
Hattiesburg-Laurel Regional Airport;PIB;US;LUL;314.675;-8.933.667;
Rishiri Airport;RIS;JP;RIS;45.183.334;141.25;
Manuel Carlos Piar Guayana Airport;PZO;VE;PZO;8.286.533;-62.759.136;
Ibaraki Airport;IBR;JP;IBR;36.181.667;14.041.472;
Francistown Airport;FRW;BW;FRW;-21.16;274.825;
Jodhpur Airport;JDH;IN;JDH;26.263.948;7.305.055;
Enrique Malek Airport;DAV;PA;DAV;8.383.333;-82.433.334;
Sultan Muhammad Kaharuddin III Airport;SWQ;ID;SWQ;-8.5;117.416.664;
El Calafate Airport;FTE;AR;FTE;-50.284.225;-72.053.696;
Kirensk Airport;KCK;RU;KCK;57.772.778;10.806.084;
Roma Airport;RMA;AU;RMA;-26.543.552;14.877.943;
Gustavo Rojas Pinilla Airport;ADZ;CO;ADZ;12.586.047;-8.170.221;
Valladolid Airport;VLL;ES;VLL;4.170.581;-4.844.626;
Nanyang Airport;NNY;CN;NNY;329.837;11.261.305;
Lake Charles Regional Airport;LCH;US;LCH;30.131.111;-93.225.555;
Palmas Airport;PMW;BR;PMW;-10.241.667;-4.835.278;
Rota Airport;ROP;MP;ROP;14.171.568;14.524.408;
Liberal Municipal Airport;LBL;US;LBL;37.044.445;-100.960.556;
Liverpool John Lennon Airport;LPL;GB;LPL;53.337.616;-2.854.905;
Mudhole Smith Airport;CDV;US;CDV;60.493.057;-145.47;
Nadi International Airport;NAN;FJ;NAN;-1.775.327;17.745.161;
Sioux Falls Regional Airport (Joe Foss Field);FSD;US;FSD;43.580.296;-9.673.115;
Malvinas Argentinas International Airport;USH;AR;USH;-54.839.348;-6.831.245;
Bournemouth Airport;BOH;GB;BOH;5.077.827;-1.832.476;
Jorge Chavez International Airport;LIM;PE;LIM;-12.019.421;-77.107.666;
Santa Genoveva Airport;GYN;BR;GYN;-16.632.631;-49.226.624;
Palm Springs International Airport;PSP;US;PSP;33.822.975;-116.508.446;
Antonio Rivera Rodriguez Airport;VQS;PR;VQS;18.134.089;-6.548.803;
Bugulma Airport;UUA;RU;UUA;5.461.667;52.816.666;
Liping Airport;HZH;CN;HZH;26.320.213;10.915.381;
Flora Airport;FRO;NO;FRO;6.158.643;5.024.577;
Vaxjo Airport;VXO;SE;VXO;56.925.095;14.732.046;
Srednekolymsk Airport;SEK;RU;SEK;6.747.972;153.735;
Wroclaw Airport;WRO;PL;WRO;5.110.482;16.899.403;
Poznan Airport;POZ;PL;POZ;52.414.326;16.828.844;
Kingston/Norman Rogers Airport;YGK;CA;YGK;44.219.513;-7.659.366;
Evansville Regional Airport;EVV;US;EVV;38.046.165;-8.752.796;
Saskatoon International Airport;YXE;CA;YXE;52.169.704;-10.669.037;
Zaragoza Airport;ZAZ;ES;ZAZ;4.166.386;-1.007.466;
Gunsan Airport;KUV;KR;KUV;35.983.334;126.75;
Nome Airport;OME;US;OME;6.451.139;-16.544.167;
Sinop Airport;OPS;BR;OPS;-11.878.573;-5.558.156;
La Grande Airport;YGL;CA;YGL;53.629.723;-7.770.639;
North Front Airport;GIB;GI;GIB;36.153.763;-5.349.271;
Simon Mwansa Kapwepwe International Airport;NLA;ZM;NLA;-12.993.449;28.665.024;
Magong Airport;MZG;TW;MZG;23.569.166;119.618.614;
Jos Airport;JOS;NG;JOS;9.868.056;8.893.056;
Simon Bolivar International Airport;CCS;VE;CCS;10.596.942;-6.700.551;
Kuujjuaq Airport;YVP;CA;YVP;5.810.024;-6.841.798;
Aurillac Airport;AUR;FR;AUR;448.975;2.418.056;
;ECP;US;ECP;30.357.803;-8.579.892;
Wagga Wagga Airport;WGA;AU;WGA;-3.515.992;14.746.626;
Atqasuk Airport;ATK;US;ATK;70.5;-15.733.333;
Alice Springs Airport;ASP;AU;ASP;-2.380.139;13.390.338;
;BCO;ET;BCO;5.783.333;36.55;
Chita Airport;HTA;RU;HTA;52.033.333;113.3;
Springpoint Airport;AXP;BS;AXP;22.45;-7.396.667;
Biju Patnaik International Airport;BBI;IN;BBI;20.252.853;8.581.738;
Tabora Airport;TBO;TZ;TBO;-50.725;328.375;
Sharurah Airport;SHW;SA;SHW;1.746.946;47.111.984;
Aktau International Airport;SCO;KZ;SCO;4.386.667;51.1;
Arar Airport;RAE;SA;RAE;30.903.028;41.137.115;
Hong Kong International Airport;HKG;HK;HKG;22.315.248;11.393.649;
Henry E. Rohlsen Airport;STX;VI;STX;17.701.944;-64.798.615;
Ioannis Kapodistrias Airport;CFU;GR;CFU;3.960.784;19.914.644;
Beckley Airport;BKW;US;BKW;37.781.944;-8.112.417;
Kharkov Airport;HRK;UA;HRK;4.992.078;36.281.185;
Kahului Airport;OGG;US;OGG;20.892.883;-15.643.863;
Altenrhein Airport;ACH;CH;ACH;47.483.334;9.566.667;
Sloulin Field International Airport;ISN;US;ISN;4.817.611;-10.363.611;
Cherskiy Airport;CYX;RU;CYX;68.75;161.35;
Hanzhong Airport;HZG;CN;HZG;32.983.334;107.183.334;
Cheikh Larbi Tebessi Airport;TEE;DZ;TEE;35.466.667;8.15;
Kwigillingok Airport;KWK;US;KWK;59.833.332;-16.313.333;
Leh Airport;IXL;IN;IXL;3.414.035;7.754.746;
Norwich International Airport;NWI;GB;NWI;52.669.533;1.276.782;
Tauranga City Airport;TRG;NZ;TRG;-3.767.093;17.619.772;
San Luis Airport;IPI;CO;IPI;0.866389;-7.771.167;
Hotan Airport;HTN;CN;HTN;37.040.436;7.987.245;
Juan Gualberto Gomez Airport;VRA;CU;VRA;23.039.896;-8.143.694;
Oulu Airport;OUL;FI;OUL;6.493.012;25.375.425;
An Shun/Huang Guo Shu Airport;AVA;CN;AVA;26.257.221;10.587.278;
Kawthaung Airport;KAW;MM;KAW;10.05;9.851.667;
Ji'An/Jing Gang Shan Airport;JGS;CN;JGS;26.899.721;1.147.375;
Modesto Municipal Airport;MOD;US;MOD;37.626.945;-12.095.528;
Samarkand Airport;SKD;UZ;SKD;39.696.217;6.699.085;
Bradley International Airport;BDL;US;BDL;4.192.953;-726.847;
Jimma Airport;JIM;ET;JIM;7.654.444;3.682.111;
Wai Oti Airport;MOF;ID;MOF;-8.633.333;122.25;
Lampedusa Airport;LMP;IT;LMP;35.5;12.616.667;
Kalabo Airport;KLB;ZM;KLB;-14.975.833;22.644.444;
Samsun-Carsamba Airport;SZF;TR;SZF;4.125.738;36.555.058;
Luderitz Airport;LUD;NA;LUD;-2.668.639;15.243.889;
